-25,-0.0728142
-24.9688,-0.0729727
-24.9375,-0.0731322
-24.9063,-0.0732928
-24.875,-0.0734544
-24.8438,-0.0736172
-24.8125,-0.073781
-24.7813,-0.0739459
-24.75,-0.074112
-24.7188,-0.0742792
-24.6875,-0.0744475
-24.6563,-0.0746171
-24.625,-0.0747878
-24.5938,-0.0749597
-24.5625,-0.0751329
-24.5313,-0.0753073
-24.5,-0.075483
-24.4688,-0.07566
-24.4375,-0.0758383
-24.4063,-0.0760179
-24.375,-0.0761988
-24.3438,-0.0763811
-24.3125,-0.0765648
-24.2813,-0.0767499
-24.25,-0.0769364
-24.2188,-0.0771244
-24.1875,-0.0773138
-24.1563,-0.0775047
-24.125,-0.0776972
-24.0938,-0.0778912
-24.0625,-0.0780867
-24.0313,-0.0782838
-24,-0.0784826
-23.9688,-0.078683
-23.9375,-0.078885
-23.9063,-0.0790888
-23.875,-0.0792942
-23.8438,-0.0795014
-23.8125,-0.0797104
-23.7813,-0.0799212
-23.75,-0.0801338
-23.7188,-0.0803483
-23.6875,-0.0805647
-23.6563,-0.080783
-23.625,-0.0810032
-23.5938,-0.0812254
-23.5625,-0.0814497
-23.5313,-0.081676
-23.5,-0.0819044
-23.4688,-0.0821349
-23.4375,-0.0823676
-23.4063,-0.0826025
-23.375,-0.0828396
-23.3438,-0.083079
-23.3125,-0.0833208
-23.2813,-0.0835648
-23.25,-0.0838113
-23.2188,-0.0840602
-23.1875,-0.0843116
-23.1563,-0.0845655
-23.125,-0.084822
-23.0938,-0.0850811
-23.0625,-0.0853428
-23.0313,-0.0856073
-23,-0.0858746
-22.9688,-0.0861446
-22.9375,-0.0864176
-22.9063,-0.0866934
-22.875,-0.0869722
-22.8438,-0.0872541
-22.8125,-0.087539
-22.7813,-0.0878271
-22.75,-0.0881184
-22.7188,-0.088413
-22.6875,-0.0887109
-22.6563,-0.0890122
-22.625,-0.089317
-22.5938,-0.0896253
-22.5625,-0.0899372
-22.5313,-0.0902528
-22.5,-0.0905721
-22.4688,-0.0908953
-22.4375,-0.0912223
-22.4063,-0.0915534
-22.375,-0.0918885
-22.3438,-0.0922278
-22.3125,-0.0925713
-22.2813,-0.0929191
-22.25,-0.0932714
-22.2188,-0.0936281
-22.1875,-0.0939895
-22.1563,-0.0943556
-22.125,-0.0947265
-22.0938,-0.0951024
-22.0625,-0.0954832
-22.0313,-0.0958692
-22,-0.0962605
-21.9688,-0.0966571
-21.9375,-0.0970593
-21.9063,-0.097467
-21.875,-0.0978806
-21.8438,-0.0983
-21.8125,-0.0987254
-21.7813,-0.099157
-21.75,-0.0995949
-21.7188,-0.100039
-21.6875,-0.10049
-21.6563,-0.100948
-21.625,-0.101413
-21.5938,-0.101885
-21.5625,-0.102364
-21.5313,-0.102851
-21.5,-0.103345
-21.4688,-0.103847
-21.4375,-0.104357
-21.4063,-0.104876
-21.375,-0.105403
-21.3438,-0.105939
-21.3125,-0.106484
-21.2813,-0.107038
-21.25,-0.107601
-21.2188,-0.108174
-21.1875,-0.108757
-21.1563,-0.109351
-21.125,-0.109955
-21.0938,-0.11057
-21.0625,-0.111196
-21.0313,-0.111833
-21,-0.112482
-20.9688,-0.113144
-20.9375,-0.113818
-20.9063,-0.114505
-20.875,-0.115205
-20.8438,-0.115919
-20.8125,-0.116647
-20.7813,-0.11739
-20.75,-0.118148
-20.7188,-0.118921
-20.6875,-0.11971
-20.6563,-0.120516
-20.625,-0.121339
-20.5938,-0.12218
-20.5625,-0.123039
-20.5313,-0.123917
-20.5,-0.124815
-20.4688,-0.125733
-20.4375,-0.126671
-20.4063,-0.127632
-20.375,-0.128615
-20.3438,-0.129622
-20.3125,-0.130652
-20.2813,-0.131708
-20.25,-0.13279
-20.2188,-0.133899
-20.1875,-0.135037
-20.1563,-0.136203
-20.125,-0.1374
-20.0938,-0.138629
-20.0625,-0.139891
-20.0313,-0.141187
-20,-0.142519
-19.9688,-0.143889
-19.9375,-0.145298
-19.9063,-0.146747
-19.875,-0.148239
-19.8438,-0.149776
-19.8125,-0.15136
-19.7813,-0.152992
-19.75,-0.154676
-19.7188,-0.156413
-19.6875,-0.158207
-19.6563,-0.16006
-19.625,-0.161975
-19.5938,-0.163955
-19.5625,-0.166005
-19.5313,-0.168128
-19.5,-0.170327
-19.4688,-0.172607
-19.4375,-0.174973
-19.4063,-0.177429
-19.375,-0.179982
-19.3438,-0.182636
-19.3125,-0.185398
-19.2813,-0.188276
-19.25,-0.191275
-19.2188,-0.194406
-19.1875,-0.197675
-19.1563,-0.201093
-19.125,-0.20467
-19.0938,-0.208419
-19.0625,-0.21235
-19.0313,-0.216479
-19,-0.220821
-18.9688,-0.225392
-18.9375,-0.230212
-18.9063,-0.235301
-18.875,-0.240684
-18.8438,-0.246385
-18.8125,-0.252435
-18.7813,-0.258867
-18.75,-0.265718
-18.7188,-0.273031
-18.6875,-0.280854
-18.6563,-0.289244
-18.625,-0.298263
-18.5938,-0.307986
-18.5625,-0.318499
-18.5313,-0.329903
-18.5,-0.342316
-18.4688,-0.355879
-18.4375,-0.37076
-18.4063,-0.38716
-18.375,-0.405327
-18.3438,-0.425563
-18.3125,-0.448241
-18.2813,-0.473835
-18.25,-0.502946
-18.2188,-0.536353
-18.1875,-0.575084
-18.1563,-0.620523
-18.125,-0.674581
-18.0938,-0.739968
-18.0625,-0.820666
-18.0313,-0.922767
-18,-1.05609
-17.9688,-1.23756
-17.9375,-1.499
-17.9063,-1.90824
-17.875,-2.63998
-17.8438,-4.32352
-17.8125,-12.2706
-17.7813,14.1522
-17.75,4.4398
-17.7188,2.61579
-17.6875,1.84537
-17.6563,1.42022
-17.625,1.15072
-17.5938,0.964621
-17.5625,0.828386
-17.5313,0.724342
-17.5,0.642282
-17.4688,0.575903
-17.4375,0.521099
-17.4063,0.475086
-17.375,0.435904
-17.3438,0.402136
-17.3125,0.372731
-17.2813,0.346895
-17.25,0.324014
-17.2188,0.303608
-17.1875,0.285296
-17.1563,0.26877
-17.125,0.253782
-17.0938,0.240125
-17.0625,0.227629
-17.0313,0.216152
-17,0.205574
-16.9688,0.195793
-16.9375,0.186723
-16.9063,0.178287
-16.875,0.170421
-16.8438,0.16307
-16.8125,0.156184
-16.7813,0.14972
-16.75,0.14364
-16.7188,0.137911
-16.6875,0.132504
-16.6563,0.127391
-16.625,0.122549
-16.5938,0.117958
-16.5625,0.113597
-16.5313,0.10945
-16.5,0.105502
-16.4688,0.101738
-16.4375,0.0981454
-16.4063,0.094713
-16.375,0.0914301
-16.3438,0.088287
-16.3125,0.0852748
-16.2813,0.0823856
-16.25,0.0796117
-16.2188,0.0769464
-16.1875,0.0743833
-16.1563,0.0719166
-16.125,0.0695408
-16.0938,0.067251
-16.0625,0.0650425
-16.0313,0.0629109
-16,0.0608522
-15.9688,0.0588628
-15.9375,0.0569391
-15.9063,0.0550778
-15.875,0.0532758
-15.8438,0.0515305
-15.8125,0.0498389
-15.7813,0.0481987
-15.75,0.0466075
-15.7188,0.0450631
-15.6875,0.0435634
-15.6563,0.0421063
-15.625,0.0406902
-15.5938,0.0393132
-15.5625,0.0379737
-15.5313,0.0366701
-15.5,0.0354009
-15.4688,0.0341649
-15.4375,0.0329606
-15.4063,0.0317867
-15.375,0.0306422
-15.3438,0.0295259
-15.3125,0.0284367
-15.2813,0.0273737
-15.25,0.0263357
-15.2188,0.025322
-15.1875,0.0243316
-15.1563,0.0233638
-15.125,0.0224176
-15.0938,0.0214925
-15.0625,0.0205875
-15.0313,0.0197022
-15,0.0188357
-14.9688,0.0179875
-14.9375,0.0171569
-14.9063,0.0163434
-14.875,0.0155465
-14.8438,0.0147655
-14.8125,0.0140001
-14.7813,0.0132496
-14.75,0.0125137
-14.7188,0.0117919
-14.6875,0.0110838
-14.6563,0.0103889
-14.625,0.00970684
-14.5938,0.00903729
-14.5625,0.00837985
-14.5313,0.00773418
-14.5,0.00709992
-14.4688,0.00647677
-14.4375,0.00586439
-14.4063,0.0052625
-14.375,0.0046708
-14.3438,0.004089
-14.3125,0.00351684
-14.2813,0.00295406
-14.25,0.00240041
-14.2188,0.00185564
-14.1875,0.00131951
-14.1563,0.000791802
-14.125,0.000272297
-14.0938,-0.00023922
-14.0625,-0.000742952
-14.0313,-0.0012391
-14,-0.00172785
-13.9688,-0.00220939
-13.9375,-0.0026839
-13.9063,-0.00315156
-13.875,-0.00361253
-13.8438,-0.00406697
-13.8125,-0.00451504
-13.7813,-0.0049569
-13.75,-0.0053927
-13.7188,-0.00582257
-13.6875,-0.00624666
-13.6563,-0.00666511
-13.625,-0.00707803
-13.5938,-0.00748557
-13.5625,-0.00788785
-13.5313,-0.00828498
-13.5,-0.00867708
-13.4688,-0.00906427
-13.4375,-0.00944666
-13.4063,-0.00982435
-13.375,-0.0101974
-13.3438,-0.010566
-13.3125,-0.0109303
-13.2813,-0.0112902
-13.25,-0.0116459
-13.2188,-0.0119975
-13.1875,-0.0123451
-13.1563,-0.0126887
-13.125,-0.0130285
-13.0938,-0.0133645
-13.0625,-0.0136968
-13.0313,-0.0140256
-13,-0.0143507
-12.9688,-0.0146724
-12.9375,-0.0149907
-12.9063,-0.0153057
-12.875,-0.0156175
-12.8438,-0.015926
-12.8125,-0.0162314
-12.7813,-0.0165338
-12.75,-0.0168332
-12.7188,-0.0171296
-12.6875,-0.0174231
-12.6563,-0.0177139
-12.625,-0.0180018
-12.5938,-0.0182871
-12.5625,-0.0185697
-12.5313,-0.0188497
-12.5,-0.0191272
-12.4688,-0.0194021
-12.4375,-0.0196747
-12.4063,-0.0199448
-12.375,-0.0202125
-12.3438,-0.020478
-12.3125,-0.0207412
-12.2813,-0.0210021
-12.25,-0.0212609
-12.2188,-0.0215176
-12.1875,-0.0217722
-12.1563,-0.0220247
-12.125,-0.0222752
-12.0938,-0.0225238
-12.0625,-0.0227704
-12.0313,-0.0230151
-12,-0.023258
-11.9688,-0.023499
-11.9375,-0.0237383
-11.9063,-0.0239758
-11.875,-0.0242116
-11.8438,-0.0244457
-11.8125,-0.0246782
-11.7813,-0.024909
-11.75,-0.0251383
-11.7188,-0.025366
-11.6875,-0.0255922
-11.6563,-0.0258169
-11.625,-0.0260401
-11.5938,-0.0262619
-11.5625,-0.0264823
-11.5313,-0.0267013
-11.5,-0.026919
-11.4688,-0.0271353
-11.4375,-0.0273504
-11.4063,-0.0275642
-11.375,-0.0277767
-11.3438,-0.0279881
-11.3125,-0.0281982
-11.2813,-0.0284072
-11.25,-0.028615
-11.2188,-0.0288217
-11.1875,-0.0290274
-11.1563,-0.0292319
-11.125,-0.0294355
-11.0938,-0.029638
-11.0625,-0.0298394
-11.0313,-0.03004
-11,-0.0302395
-10.9688,-0.0304382
-10.9375,-0.0306359
-10.9063,-0.0308327
-10.875,-0.0310287
-10.8438,-0.0312238
-10.8125,-0.0314181
-10.7813,-0.0316116
-10.75,-0.0318042
-10.7188,-0.0319962
-10.6875,-0.0321874
-10.6563,-0.0323778
-10.625,-0.0325676
-10.5938,-0.0327566
-10.5625,-0.032945
-10.5313,-0.0331327
-10.5,-0.0333198
-10.4688,-0.0335063
-10.4375,-0.0336922
-10.4063,-0.0338775
-10.375,-0.0340623
-10.3438,-0.0342465
-10.3125,-0.0344302
-10.2813,-0.0346134
-10.25,-0.0347961
-10.2188,-0.0349783
-10.1875,-0.0351601
-10.1563,-0.0353415
-10.125,-0.0355224
-10.0938,-0.0357029
-10.0625,-0.0358831
-10.0313,-0.0360629
-10,-0.0362423
-9.96875,-0.0364214
-9.9375,-0.0366002
-9.90625,-0.0367787
-9.875,-0.0369569
-9.84375,-0.0371349
-9.8125,-0.0373126
-9.78125,-0.0374901
-9.75,-0.0376673
-9.71875,-0.0378444
-9.6875,-0.0380213
-9.65625,-0.038198
-9.625,-0.0383746
-9.59375,-0.038551
-9.5625,-0.0387274
-9.53125,-0.0389036
-9.5,-0.0390798
-9.46875,-0.0392559
-9.4375,-0.0394319
-9.40625,-0.039608
-9.375,-0.039784
-9.34375,-0.03996
-9.3125,-0.0401361
-9.28125,-0.0403122
-9.25,-0.0404883
-9.21875,-0.0406646
-9.1875,-0.0408409
-9.15625,-0.0410173
-9.125,-0.0411939
-9.09375,-0.0413706
-9.0625,-0.0415475
-9.03125,-0.0417245
-9,-0.0419018
-8.96875,-0.0420793
-8.9375,-0.042257
-8.90625,-0.042435
-8.875,-0.0426133
-8.84375,-0.0427918
-8.8125,-0.0429707
-8.78125,-0.0431499
-8.75,-0.0433295
-8.71875,-0.0435094
-8.6875,-0.0436898
-8.65625,-0.0438705
-8.625,-0.0440517
-8.59375,-0.0442334
-8.5625,-0.0444155
-8.53125,-0.0445981
-8.5,-0.0447812
-8.46875,-0.0449649
-8.4375,-0.0451492
-8.40625,-0.045334
-8.375,-0.0455195
-8.34375,-0.0457055
-8.3125,-0.0458923
-8.28125,-0.0460797
-8.25,-0.0462678
-8.21875,-0.0464567
-8.1875,-0.0466463
-8.15625,-0.0468367
-8.125,-0.0470279
-8.09375,-0.0472199
-8.0625,-0.0474128
-8.03125,-0.0476066
-8,-0.0478012
-7.96875,-0.0479969
-7.9375,-0.0481935
-7.90625,-0.0483911
-7.875,-0.0485897
-7.84375,-0.0487894
-7.8125,-0.0489902
-7.78125,-0.0491921
-7.75,-0.0493952
-7.71875,-0.0495994
-7.6875,-0.0498049
-7.65625,-0.0500116
-7.625,-0.0502197
-7.59375,-0.050429
